Gene	sgRNA	Pmel1_Input|beta	Pmel1_Input|z	Pmel1_Input|p-value	Pmel1_Input|fdr	Pmel1_Input|wald-p-value	Pmel1_Input|wald-fdr	Pmel1_Ctrl|beta	Pmel1_Ctrl|z	Pmel1_Ctrl|p-value	Pmel1_Ctrl|fdr	Pmel1_Ctrl|wald-p-value	Pmel1_Ctrl|wald-fdr	Pmel1|beta	Pmel1|z	Pmel1|p-value	Pmel1|fdr	Pmel1|wald-p-value	Pmel1|wald-fdr
Cyb5d1	4	-0.10942	-0.37673	0.69733	0.95361	0.70637	0.99994	0.0093764	0.031633	0.62368	0.98614	0.97476	1	-0.24975	-0.84186	0.86653	0.99624	0.39986	0.59805
Rnf113a2	4	0.066621	0.36972	0.57428	0.91951	0.71159	0.99994	-0.03719	-0.20225	0.75166	0.98741	0.83972	1	-0.47048	-2.5545	0.64422	0.97668	0.010633	0.055924
Dus2	4	0.10787	0.5008	0.39802	0.82597	0.61651	0.99994	-0.011664	-0.053017	0.90521	0.99524	0.95772	1	-0.172	-0.78092	0.68351	0.979	0.43485	0.62817
Arhgef3	4	0.42851	1.4035	0.00060991	0.011152	0.16048	0.99994	-0.059458	-0.18987	0.4951	0.9709	0.84941	1	-0.17233	-0.55016	0.68402	0.979	0.58221	0.75139
Ndufa11	4	-0.9422	-2.2792	0.0071665	0.076093	0.022656	0.34276	-0.22313	-0.53096	0.0038119	0.12563	0.59545	1	-0.38743	-0.92172	0.8215	0.99344	0.35667	0.55613
Nefh	4	-0.0055094	-0.027023	0.90531	0.99092	0.97844	0.99994	-0.065057	-0.31386	0.43888	0.966	0.75363	1	-0.20364	-0.98219	0.75537	0.9852	0.32601	0.52666
Exosc1	4	-0.92116	-1.7328	0.0082338	0.084817	0.083123	0.85581	0.07702	0.1408	0.096417	0.70953	0.88803	1	-0.58094	-1.0589	0.45149	0.95755	0.28966	0.48916
BC003965	4	-0.065927	-0.25016	0.85072	0.9847	0.80247	0.99994	-0.07706	-0.28661	0.32895	0.93395	0.77441	1	-0.58948	-2.1863	0.4399	0.95696	0.028796	0.10686
Tmem59	4	-0.12454	-0.46687	0.64808	0.94024	0.6406	0.99994	-0.019048	-0.069652	0.99416	0.99898	0.94447	1	-0.088254	-0.32234	0.50648	0.96626	0.74719	0.86911
Nkx2-5	4	0.22678	1.2303	0.079644	0.38501	0.21859	0.99994	-0.011174	-0.059431	0.89865	0.99524	0.95261	1	-0.2449	-1.302	0.85586	0.99624	0.19291	0.37574
Iffo1	4	0.092691	0.29391	0.45896	0.86067	0.76883	0.99994	0.014168	0.043542	0.56798	0.9837	0.96527	1	0.21616	0.6668	0.10374	0.83974	0.5049	0.68957
Pcbp3	4	0.1668	0.58587	0.2033	0.63583	0.55796	0.99994	0.030249	0.10409	0.39512	0.94736	0.91709	1	-0.50019	-1.7197	0.58826	0.96949	0.085484	0.21977
Pmepa1	4	0.21507	1.0364	0.098348	0.43828	0.30001	0.99994	0.029056	0.13698	0.40788	0.9557	0.89104	1	-0.3493	-1.6458	0.9074	0.99908	0.099801	0.24362
Gm1673	4	-0.15633	-0.786	0.56015	0.91518	0.43187	0.99994	-0.01806	-0.089198	0.99288	0.99898	0.92892	1	-0.27203	-1.3429	0.91527	0.99908	0.1793	0.35848
Mvp	4	-0.12439	-1.05	0.64854	0.94024	0.29371	0.99994	-0.061555	-0.50951	0.47461	0.96838	0.6104	1	-0.057194	-0.4732	0.44539	0.95696	0.63607	0.79187
Nppc	4	0.16188	0.56845	0.21647	0.65604	0.56973	0.99994	-0.038504	-0.13242	0.7353	0.98741	0.89465	1	0.016579	0.057007	0.31848	0.93533	0.95454	0.99303
Ptgfrn	4	0.012844	0.049635	0.82419	0.98027	0.96041	0.99994	-0.073647	-0.27855	0.35619	0.93726	0.78059	1	-0.070625	-0.26689	0.47197	0.96121	0.78956	0.89683
Nat8l	4	-0.070828	-0.42142	0.83304	0.9819	0.67345	0.99994	-0.0081329	-0.047463	0.85296	0.98938	0.96214	1	-0.0069191	-0.040374	0.35507	0.93772	0.96779	0.99973
Twist1	4	-0.21153	-1.1643	0.42633	0.84259	0.24431	0.99994	-0.097954	-0.5296	0.19258	0.84121	0.59639	1	-0.065682	-0.35503	0.46257	0.95971	0.72257	0.8519
Kank2	4	0.047026	0.18568	0.66399	0.94523	0.8527	0.99994	-0.008931	-0.034611	0.86597	0.99145	0.97239	1	-0.29669	-1.1489	0.9724	0.99908	0.2506	0.44545
Ptges2	4	-0.16985	-0.64133	0.52493	0.8968	0.52131	0.99994	-0.029548	-0.10957	0.8524	0.98938	0.91275	1	0.079227	0.29376	0.22994	0.93533	0.76894	0.88342
Ccr7	4	0.20227	1.1853	0.11939	0.48623	0.23592	0.99994	0.013986	0.080251	0.57057	0.9837	0.93604	1	-0.15893	-0.91151	0.65454	0.97875	0.36203	0.56145
Crlf2	4	0.048928	0.17874	0.65449	0.94195	0.85814	0.99994	-0.016889	-0.060365	0.97601	0.99772	0.95186	1	-0.33757	-1.2042	0.93454	0.99908	0.22852	0.41933
Shisa2	4	0.28573	1.3221	0.026379	0.19358	0.18615	0.99994	-0.081883	-0.37005	0.29393	0.92401	0.71134	1	0.17125	0.77402	0.13835	0.89286	0.43892	0.63175
Trpd52l3	4	-0.010407	-0.049748	0.92645	0.99254	0.96032	0.99994	0.0030601	0.014347	0.70333	0.98741	0.98855	1	-0.073989	-0.34677	0.47848	0.96377	0.72876	0.85613
Rsbn1	4	-0.08424	-0.25863	0.78211	0.97294	0.79592	0.99994	-0.074716	-0.22314	0.34694	0.93625	0.82342	1	-0.82146	-2.4304	0.17906	0.91991	0.015084	0.069947
Il17f	4	0.10526	0.49376	0.40895	0.83275	0.62147	0.99994	0.0023749	0.010898	0.71105	0.98741	0.9913	1	0.065107	0.2988	0.24681	0.93533	0.76509	0.88066
Zfp651	4	0.18181	0.76624	0.16544	0.57887	0.44354	0.99994	-0.044968	-0.1859	0.65845	0.98741	0.85252	1	-0.087084	-0.35993	0.50414	0.96626	0.7189	0.84959
Slc4a11	4	-0.0043171	-0.017252	0.90018	0.99044	0.98624	0.99994	-0.0013511	-0.0052981	0.76015	0.98741	0.99577	1	-0.31187	-1.2211	0.99258	0.99908	0.22203	0.41249
Cnga4	4	-0.090686	-0.58813	0.75964	0.967	0.55644	0.99994	0.045419	0.28966	0.26612	0.90635	0.77208	1	-0.36542	-2.3295	0.86943	0.99624	0.019833	0.083683
Aplf	4	0.16402	0.57152	0.21088	0.64732	0.56765	0.99994	-0.071818	-0.24496	0.37088	0.9383	0.80649	1	-0.59369	-2.0182	0.43324	0.95696	0.043572	0.14018
Vsig10	4	0.13145	0.79036	0.31177	0.75994	0.42932	0.99994	-0.019212	-0.11332	0.99192	0.99898	0.90978	1	0.020001	0.11797	0.31238	0.93533	0.90609	0.96709
Fam180a	4	-0.30636	-0.92291	0.26018	0.70763	0.35606	0.99994	0.013106	0.038542	0.58104	0.98614	0.96926	1	-0.574	-1.6826	0.46297	0.95971	0.092461	0.23139
Dhrs7	4	0.02154	0.07706	0.78374	0.97314	0.93858	0.99994	-0.028456	-0.099874	0.86663	0.99146	0.92044	1	-0.74779	-2.6204	0.24254	0.93533	0.0087827	0.049662
Mvk	4	-1.7565	-3.2995	0.0002033	0.0047962	0.00096849	0.028963	-0.14955	-0.27461	0.041881	0.51726	0.78362	1	0.091462	0.16784	0.21586	0.93533	0.86671	0.94408
Syt7	4	0.13569	0.71252	0.29632	0.74505	0.47614	0.99994	-0.031893	-0.16365	0.82018	0.98741	0.87001	1	-0.024743	-0.1269	0.38496	0.94433	0.89902	0.96294
Gm10220	4	-2.2597	-4.035	5.0826e-05	0.0026954	5.4605e-05	0.002558	-0.078847	-0.13872	0.31492	0.93395	0.88967	1	-0.36931	-0.64976	0.86058	0.99624	0.51585	0.69879
Ccdc166	4	-0.29579	-0.88743	0.27441	0.72421	0.37485	0.99994	0.079094	0.23297	0.088945	0.69383	0.81579	1	-0.83307	-2.4515	0.17006	0.91232	0.014226	0.067266
Agpat2	4	-0.21239	-0.89917	0.4246	0.84125	0.36856	0.99994	-0.014868	-0.061859	0.94755	0.99628	0.95068	1	0.067283	0.27993	0.24468	0.93533	0.77953	0.88996
Epor	4	-0.10572	-0.36496	0.70963	0.95637	0.71514	0.99994	-0.053808	-0.18173	0.55543	0.98069	0.85579	1	-0.19991	-0.674	0.74714	0.9852	0.50031	0.68606
Nalcn	4	0.081934	0.26664	0.50368	0.88471	0.78975	0.99994	0.023152	0.073388	0.46719	0.9681	0.9415	1	-0.63539	-2.0025	0.37291	0.94249	0.045226	0.14363
B230217C12Rik	4	0.27104	1.1363	0.035781	0.23705	0.25583	0.99994	-0.076713	-0.31416	0.3324	0.93497	0.7534	1	-0.46609	-1.9053	0.65215	0.97821	0.05674	0.1669
Olfr539	4	0.14682	0.39559	0.25992	0.70723	0.69241	0.99994	-0.013127	-0.034642	0.92422	0.99601	0.97237	1	-0.8208	-2.1604	0.17957	0.91991	0.030745	0.11151
Aldh16a1	4	-0.074654	-0.30556	0.8183	0.98021	0.75994	0.99994	0.037358	0.14909	0.33113	0.93474	0.88148	1	0.13175	0.52637	0.1725	0.91237	0.59863	0.76417
Hnrnpul1	4	0.046074	0.33984	0.66841	0.9466	0.73397	0.99994	-0.04861	-0.35196	0.61611	0.98614	0.72487	1	-0.28148	-2.0373	0.93616	0.99908	0.041618	0.13581
Cdc42bpb	4	-0.2084	-0.75659	0.43299	0.84657	0.4493	0.99994	-0.0061093	-0.021766	0.82404	0.98741	0.98263	1	-0.44555	-1.5858	0.69367	0.98021	0.11278	0.26439
Vdr	4	0.12312	0.68116	0.34135	0.78376	0.49577	0.99994	-0.036645	-0.19852	0.75848	0.98741	0.84264	1	-0.055491	-0.30052	0.44224	0.95696	0.76378	0.88003
1700016C15Rik	4	0.29517	0.96857	0.021957	0.17055	0.33276	0.99994	-0.01768	-0.05653	0.98729	0.99882	0.95492	1	0.11091	0.35469	0.19492	0.92481	0.72282	0.85204
Thoc1	4	-2.6461	-4.8119	0	0	1.4952e-06	0.00013038	-0.0066331	-0.011881	0.83177	0.98741	0.99052	1	-1.6681e-05	-2.9841e-05	0.34348	0.93533	0.99998	1
Anapc16	4	0.041994	0.16689	0.68788	0.95089	0.86746	0.99994	0.086001	0.33493	0.069377	0.63258	0.73768	1	-0.72317	-2.8117	0.26704	0.93533	0.0049286	0.034277
Slco1c1	4	0.077148	0.39223	0.52544	0.8968	0.69489	0.99994	-0.027233	-0.13576	0.88356	0.99356	0.89201	1	0.0070328	0.035055	0.33286	0.93533	0.97204	1
Fam205a1	4	-0.53681	-1.4416	0.06831	0.35322	0.14942	0.99994	-0.067679	-0.17865	0.41215	0.95704	0.85821	1	-0.30978	-0.81748	0.99705	0.99919	0.41365	0.61062
Samd11	4	0.19431	1.0537	0.13555	0.52376	0.29201	0.99994	0.052443	0.27763	0.2154	0.85847	0.7813	1	0.010419	0.055178	0.32823	0.93533	0.956	0.99377
Adam7	4	0.20497	0.98221	0.11476	0.47609	0.326	0.99994	0.051783	0.24318	0.22023	0.86418	0.80786	1	-0.42576	-1.9988	0.73784	0.98514	0.045634	0.14453
Tubb6	4	-0.059641	-0.34982	0.87395	0.98808	0.72647	0.99994	0.056504	0.32485	0.19238	0.84092	0.7453	1	-0.25758	-1.4798	0.88274	0.99823	0.13892	0.30274
Olfr1410	4	-0.077859	-0.33215	0.80524	0.97724	0.73978	0.99994	-0.036686	-0.15341	0.75766	0.98741	0.87808	1	-0.33998	-1.4203	0.92864	0.99908	0.15553	0.3269
Olfr12	4	0.046504	0.1556	0.66638	0.94542	0.87635	0.99994	-0.028914	-0.094713	0.86008	0.98977	0.92454	1	-0.75735	-2.4764	0.23299	0.93533	0.013271	0.064266
Zfp385c	4	0.10699	0.42951	0.40173	0.82822	0.66755	0.99994	-0.048532	-0.1902	0.61703	0.98614	0.84915	1	-0.43865	-1.7132	0.71004	0.9825	0.086679	0.22174
Endog	4	-0.22262	-0.67163	0.40351	0.82859	0.50182	0.99994	-0.0044706	-0.013266	0.80259	0.98741	0.98942	1	-0.86615	-2.5686	0.14902	0.90229	0.010212	0.054552
Ptch1	4	0.2366	0.80023	0.068107	0.35235	0.42358	0.99994	-0.00787	-0.025949	0.8492	0.98917	0.9793	1	-0.3896	-1.2816	0.81728	0.99344	0.2	0.38489
Sumf1	4	0.18005	0.77211	0.16945	0.58406	0.44005	0.99994	-0.082138	-0.34498	0.29179	0.92269	0.73011	1	0.01661	0.069744	0.31837	0.93533	0.9444	0.98793
Olfr1289	4	0.068196	0.24176	0.56701	0.91683	0.80896	0.99994	-0.037105	-0.1284	0.75273	0.98741	0.89783	1	-0.070203	-0.24273	0.47105	0.96121	0.80821	0.90789
Megf6	4	0.2256	1.0184	0.081626	0.39142	0.30851	0.99994	0.043963	0.19435	0.27771	0.91616	0.8459	1	0.028976	0.1281	0.2983	0.93533	0.89807	0.96246
Akap5	4	0.12222	0.80983	0.3446	0.78687	0.41804	0.99994	-0.020338	-0.13233	0.97642	0.99772	0.89473	1	-0.55461	-3.6067	0.49342	0.96377	0.00031006	0.0060311
Wbp2nl	4	0.24821	1.7732	0.055044	0.31165	0.076192	0.80921	-0.046274	-0.32385	0.64102	0.98642	0.74605	1	-0.085268	-0.59665	0.50008	0.96626	0.55074	0.72559
Gm11992	4	0.16039	0.65989	0.22043	0.66163	0.50932	0.99994	0.023587	0.095028	0.46287	0.9681	0.92429	1	-0.42221	-1.6981	0.74485	0.9852	0.089497	0.2269
Mafb	4	0.13753	0.56331	0.29011	0.73986	0.57323	0.99994	0.013578	0.054454	0.57504	0.98573	0.95657	1	-0.62193	-2.4904	0.39095	0.9462	0.012761	0.062893
Cyc1	4	-0.94424	-1.7004	0.0070648	0.075502	0.08906	0.89414	-0.16413	-0.28668	0.02582	0.40414	0.77436	1	-0.22727	-0.39608	0.81286	0.99313	0.69205	0.83096
Hoxc9	4	0.1911	0.86951	0.14216	0.53703	0.38457	0.99994	0.081746	0.36356	0.080661	0.66485	0.71619	1	-0.59333	-2.6341	0.43385	0.95696	0.0084352	0.048345
Scyl2	4	0.12626	1.3	0.33032	0.77599	0.19361	0.99994	-0.012698	-0.12852	0.91898	0.99601	0.89774	1	-0.072201	-0.73066	0.47497	0.96264	0.46499	0.6553
Minpp1	4	-0.013603	-0.07225	0.94094	0.99254	0.9424	0.99994	-0.0072713	-0.037894	0.84127	0.98831	0.96977	1	-0.30829	-1.6046	0.99888	0.99964	0.10857	0.25718
Elp4	4	-0.5803	-1.4339	0.053774	0.30667	0.15161	0.99994	-0.048734	-0.11832	0.61474	0.98614	0.90582	1	-0.84171	-2.0429	0.16463	0.91028	0.041058	0.13477
Naa60	4	0.30249	0.80657	0.017942	0.14653	0.41991	0.99994	-0.010526	-0.027366	0.88945	0.99461	0.97817	1	0.28456	0.74005	0.065565	0.77017	0.45927	0.64946
Kpna2	4	-1.2875	-2.5833	0.0010673	0.017662	0.0097854	0.18424	0.059564	0.11683	0.17408	0.82233	0.907	1	-0.18081	-0.35444	0.70338	0.98045	0.72301	0.85206
Tln2	4	0.12678	0.51555	0.32884	0.77599	0.60617	0.99994	0.11971	0.47617	0.016366	0.32072	0.63395	1	-0.25363	-1.0084	0.87375	0.99624	0.31328	0.51353
Gm11595	4	0.038656	0.23758	0.70363	0.9555	0.81221	0.99994	0.095909	0.57805	0.047878	0.54857	0.56323	1	-0.15887	-0.95737	0.65449	0.97875	0.33838	0.53864
Lpcat4	4	0.23337	1.3627	0.072325	0.36704	0.17299	0.99994	-0.061875	-0.35308	0.47136	0.96838	0.72403	1	-0.49378	-2.8111	0.59934	0.97041	0.0049367	0.034298
Saxo2	4	0.10897	0.82056	0.39385	0.82284	0.4119	0.99994	0.074917	0.5531	0.10389	0.72201	0.58019	1	-0.21682	-1.6003	0.78851	0.98859	0.10954	0.25898
2300003K06Rik	4	0.13212	0.48621	0.30968	0.75922	0.62682	0.99994	-0.024371	-0.087721	0.92178	0.99601	0.9301	1	-0.38993	-1.4006	0.81687	0.99344	0.16134	0.33464
Smg7	4	-1.1346	-2.0488	0.0022872	0.031757	0.040484	0.5268	-0.21012	-0.36986	0.0054892	0.16314	0.71149	1	-0.429	-0.75381	0.73113	0.98428	0.45097	0.64239
Cntn4	4	0.069824	0.1774	0.56	0.91512	0.85919	0.99994	-0.058909	-0.1451	0.50084	0.97267	0.88463	1	0.27539	0.67914	0.069632	0.77708	0.49705	0.68334
Olfr987	4	0.0026574	0.011991	0.86994	0.98808	0.99043	0.99994	-0.094907	-0.42171	0.21042	0.85591	0.67324	1	-0.38086	-1.6922	0.83512	0.99401	0.090603	0.22854
Rnf40	4	-1.9148	-3.5767	0.00015248	0.0047962	0.00034802	0.012427	0.12759	0.23299	0.011182	0.25671	0.81577	1	-0.78858	-1.4394	0.20513	0.93018	0.15004	0.3185
Prrg2	4	0.20603	1.1082	0.11258	0.47098	0.26779	0.99994	-0.11124	-0.5844	0.13139	0.77358	0.55895	1	-0.06853	-0.35956	0.46811	0.96038	0.71917	0.84968
Mboat7	4	-0.19602	-0.76139	0.46119	0.86199	0.44642	0.99994	-0.10451	-0.39838	0.1598	0.80733	0.69035	1	-0.26509	-1.01	0.89977	0.99908	0.31251	0.51286
Cep55	4	-0.33259	-0.95149	0.22521	0.66777	0.34136	0.99994	-0.19116	-0.53643	0.010572	0.24791	0.59166	1	-1.2579	-3.5256	0.023329	0.59688	0.0004225	0.0073239
Plk2	4	0.20023	1.5453	0.1231	0.4958	0.12227	0.99994	-0.086707	-0.65454	0.26023	0.90293	0.51277	1	-0.015492	-0.11691	0.37006	0.94249	0.90693	0.96736
1700007G11Rik	4	0.13636	0.97494	0.29433	0.74407	0.32959	0.99994	-0.025435	-0.17857	0.90811	0.99524	0.85828	1	-0.48917	-3.4332	0.60732	0.97086	0.00059648	0.0090484
Adrb2	4	0.19429	1.089	0.1356	0.52386	0.27614	0.99994	-0.057034	-0.31246	0.52142	0.97267	0.75469	1	-0.3825	-2.0921	0.83187	0.9935	0.036426	0.12494
Fam160b2	4	0.063684	0.39249	0.58679	0.92367	0.6947	0.99994	0.071438	0.43091	0.11822	0.75437	0.66653	1	-0.57062	-3.4351	0.46831	0.96049	0.0005924	0.0090004
Atp11b	4	0.168	1.2202	0.19995	0.63165	0.22238	0.99994	0.026979	0.19245	0.4274	0.96106	0.84739	1	-0.44288	-3.1592	0.69911	0.98021	0.0015822	0.016575
Slc4a5	4	0.2475	1.0264	0.055654	0.31384	0.3047	0.99994	0.014903	0.060384	0.55893	0.98069	0.95185	1	-0.4123	-1.6681	0.76651	0.98651	0.09529	0.23633
Rora	4	0.21273	0.97377	0.10231	0.44783	0.33017	0.99994	0.039411	0.17637	0.31431	0.93395	0.86001	1	-0.28245	-1.2632	0.93881	0.99908	0.20653	0.39291
Fus	4	0.3441	0.28803	0.0064041	0.070312	0.77333	0.99994	0.10463	0.08296	0.032834	0.45946	0.93388	1	1.148	0.91222	0.0022872	0.32237	0.36165	0.56117
Spice1	4	0.15638	0.93859	0.23248	0.67597	0.34794	0.99994	-0.068294	-0.40134	0.40524	0.95463	0.68817	1	-0.52373	-3.0745	0.54587	0.96626	0.0021088	0.019957
Rab18	4	-0.002784	-0.023425	0.89296	0.98992	0.98131	0.99994	-0.083153	-0.68706	0.28498	0.91993	0.49204	1	-0.067899	-0.56076	0.46704	0.96034	0.57496	0.74571
Mtmr10	4	0.2457	1.1607	0.057027	0.31686	0.24578	0.99994	0.073919	0.34091	0.1077	0.73159	0.73317	1	-0.38552	-1.774	0.82597	0.99344	0.076056	0.2027
Ces1b	4	-0.024352	-0.093222	0.98668	0.99733	0.92573	0.99994	0.032763	0.12267	0.37184	0.93867	0.90237	1	-0.20903	-0.7815	0.76895	0.98651	0.43451	0.62811
Gria2	4	0.12925	0.91561	0.3202	0.76757	0.35987	0.99994	-0.047076	-0.32702	0.63253	0.98614	0.74365	1	-0.35755	-2.4823	0.88783	0.99823	0.013055	0.063736
Ndor1	4	-2.1806	-4.1624	0.00010165	0.0038462	3.1495e-05	0.0016095	-0.058229	-0.10961	0.50826	0.97267	0.91272	1	-0.22999	-0.43281	0.81977	0.99344	0.66516	0.8116
Gas1	4	0.048088	0.2766	0.65886	0.94349	0.78209	0.99994	0.015236	0.085971	0.55436	0.98069	0.93149	1	-0.13411	-0.75647	0.59888	0.97041	0.44937	0.64103
Prune1	4	-0.77223	-1.7979	0.018145	0.14776	0.072194	0.78118	-0.18225	-0.41646	0.01474	0.30208	0.67707	1	-0.38721	-0.88435	0.82201	0.99344	0.37651	0.57541
Vmn1r221	4	-0.0040434	-0.02272	0.89911	0.99037	0.98187	0.99994	-0.15901	-0.87632	0.030699	0.44184	0.38085	1	-0.29486	-1.6231	0.96808	0.99908	0.10456	0.25106
Lzts1	4	0.3236	1.721	0.010673	0.10179	0.085243	0.86989	-0.033585	-0.1746	0.79812	0.98741	0.8614	1	-0.19715	-1.0245	0.74053	0.9852	0.3056	0.5054
Got2	4	0.056517	0.2716	0.61931	0.93433	0.78593	0.99994	-0.050675	-0.23952	0.59131	0.98614	0.8107	1	-0.7532	-3.5597	0.2367	0.93533	0.00037134	0.0067338
Zbtb32	4	0.12668	1.0997	0.3293	0.77599	0.27144	0.99994	-0.12962	-1.1033	0.077205	0.65406	0.26989	1	-0.2267	-1.9287	0.81113	0.99313	0.053768	0.16109
Ccpg1	4	-0.0037995	-0.028891	0.89774	0.99037	0.97695	0.99994	-0.050604	-0.37791	0.59217	0.98614	0.70549	1	0.080562	0.60161	0.22811	0.93533	0.54744	0.72293
Tsr1	4	-1.7809	-2.551	0.0002033	0.0047962	0.010741	0.19768	-0.15188	-0.21418	0.038424	0.49541	0.83041	1	-0.44294	-0.62476	0.69901	0.98021	0.53213	0.71172
Mkx	4	0.093679	0.40197	0.4552	0.86	0.68771	0.99994	-0.11779	-0.49354	0.10933	0.73365	0.62163	1	-0.38571	-1.6091	0.82562	0.99344	0.10759	0.25593
3300002I08Rik	4	-0.36902	-0.88066	0.18282	0.60884	0.3785	0.99994	0.0027522	0.0064006	0.70618	0.98741	0.99489	1	-0.32666	-0.7577	0.95949	0.99908	0.44863	0.64069
Csf2rb2	4	-0.09954	-0.35321	0.7295	0.95986	0.72393	0.99994	-0.047128	-0.1635	0.63192	0.98614	0.87013	1	-0.36841	-1.2756	0.86267	0.99624	0.20211	0.38742
Olfr536	4	-0.019461	-0.093456	0.96518	0.99378	0.92554	0.99994	-0.0058314	-0.027517	0.82018	0.98741	0.97805	1	-0.77726	-3.6636	0.21571	0.93533	0.00024867	0.0052216
Trappc3	4	-0.87104	-1.6172	0.010928	0.10337	0.10584	0.97581	0.039161	0.070559	0.31629	0.93395	0.94375	1	-0.055984	-0.10084	0.44341	0.95696	0.91968	0.97517
Hibadh	4	0.075315	0.73028	0.53418	0.90238	0.46522	0.99994	0.042245	0.40066	0.29174	0.92268	0.68867	1	-0.048685	-0.46167	0.42846	0.95696	0.64432	0.79765
Lmntd1	4	0.22959	0.95292	0.076188	0.37626	0.34063	0.99994	-0.049852	-0.20268	0.60158	0.98614	0.83939	1	-0.35649	-1.4481	0.88981	0.99823	0.14759	0.31502
Fgd3	4	0.035939	0.10556	0.71649	0.95749	0.91593	0.99994	-0.047438	-0.13693	0.62887	0.98614	0.89109	1	-0.30677	-0.88504	0.99492	0.99908	0.37614	0.57497
Pofut1	4	0.11322	0.80457	0.37723	0.81079	0.42107	0.99994	-0.042689	-0.29714	0.68473	0.98741	0.76636	1	-0.26163	-1.819	0.89133	0.99858	0.068905	0.18964
4930522H14Rik	4	0.18338	1.0938	0.16178	0.57382	0.27403	0.99994	-0.072689	-0.42505	0.36341	0.93726	0.6708	1	-0.44559	-2.6034	0.69362	0.98021	0.009231	0.051334
Ltbr	4	0.093595	0.47295	0.45565	0.86053	0.63625	0.99994	0.034796	0.17153	0.35456	0.93726	0.86381	1	-0.37528	-1.8454	0.84696	0.99553	0.064979	0.18266
Zfp746	4	0.23421	1.0689	0.071309	0.36338	0.28512	0.99994	-0.065106	-0.29051	0.43827	0.966	0.77143	1	-0.13652	-0.60869	0.60437	0.97086	0.54273	0.71932
Crmp1	4	-0.054036	-0.17614	0.89494	0.99037	0.86018	0.99994	0.0004488	0.0014291	0.73596	0.98741	0.99886	1	-0.45199	-1.4344	0.68051	0.979	0.15146	0.3206
Man2b1	4	0.074623	0.33035	0.53753	0.90378	0.74114	0.99994	-0.015948	-0.068855	0.96183	0.99628	0.94511	1	-0.50015	-2.1478	0.58826	0.96949	0.031727	0.11374
Zdhhc5	4	-0.26947	-0.96664	0.31644	0.76336	0.33372	0.99994	-0.086649	-0.30607	0.26043	0.90293	0.75955	1	-0.70725	-2.4985	0.28488	0.93533	0.012473	0.061956
Rexo1	4	-0.15491	-0.3515	0.56356	0.91518	0.72521	0.99994	-0.13029	-0.29006	0.076036	0.65214	0.77177	1	-0.53629	-1.1919	0.52447	0.96626	0.23331	0.42484
Clec4e	4	0.085266	0.33916	0.48915	0.87722	0.73449	0.99994	-0.024236	-0.094287	0.92341	0.99601	0.92488	1	-0.83476	-3.2432	0.16884	0.91028	0.001182	0.013769
Ttll10	4	0.21336	1.5434	0.1013	0.44526	0.12273	0.99994	-0.097052	-0.68796	0.19787	0.84741	0.49148	1	-0.016195	-0.11478	0.37123	0.94249	0.90862	0.96806
Rdh14	4	0.30646	1.4077	0.016061	0.13556	0.15923	0.99994	0.047518	0.21335	0.25118	0.89757	0.83105	1	-0.50334	-2.2588	0.58226	0.96858	0.023898	0.094619
Clec2i	4	0.051032	0.20808	0.64534	0.93973	0.83517	0.99994	-0.0063754	-0.02539	0.82775	0.98741	0.97974	1	-0.51502	-2.0434	0.56107	0.96858	0.041009	0.13466
Vstm2b	4	-0.2238	-0.68091	0.40107	0.82793	0.49593	0.99994	-0.0077619	-0.023195	0.84757	0.98862	0.9815	1	-0.73042	-2.1814	0.25977	0.93533	0.029155	0.10779
Brd7	4	0.17704	0.55538	0.17693	0.59935	0.57863	0.99994	0.06452	0.1977	0.1478	0.7946	0.84328	1	-1.8029	-5.5019	0.0013215	0.26804	3.758e-08	1.0129e-05
Zfp277	4	-0.043524	-0.18991	0.93474	0.99254	0.84938	0.99994	-0.022656	-0.096739	0.94567	0.99628	0.92293	1	-0.16681	-0.71151	0.67192	0.979	0.47677	0.66566
Snai3	4	-0.022369	-0.11511	0.97886	0.99633	0.90835	0.99994	-0.033055	-0.16718	0.80463	0.98741	0.86723	1	-0.12036	-0.60853	0.57078	0.96858	0.54284	0.71932
Smok2b	4	-0.50798	-1.6333	0.080356	0.38703	0.10241	0.95858	-0.018353	-0.057998	0.9967	0.99908	0.95375	1	-0.94854	-2.9962	0.10302	0.83974	0.0027336	0.023548
Cypt12	4	0.25962	0.15942	0.043761	0.26689	0.87334	0.99994	-0.090806	-0.052427	0.2339	0.87925	0.95819	1	1.369	0.81298	0.0018806	0.31356	0.41623	0.61306
Snapc1	4	-1.2445	-2.2389	0.0013723	0.021757	0.02516	0.36915	-0.073294	-0.1289	0.35878	0.93726	0.89744	1	-1.4116	-2.4813	0.010928	0.48504	0.013089	0.063822
Ddit4	4	0.042268	0.21836	0.6863	0.94999	0.82715	0.99994	-0.10678	-0.54165	0.14999	0.79575	0.58806	1	-0.65164	-3.3009	0.35238	0.93759	0.00096379	0.012234
Csnk1e	4	0.057188	0.45318	0.61698	0.93433	0.65042	0.99994	-0.017547	-0.1367	0.98521	0.99825	0.89127	1	-0.40532	-3.1571	0.78155	0.98767	0.0015933	0.016639
Crebbp	4	0.077751	0.34966	0.523	0.89626	0.7266	0.99994	-0.089591	-0.39491	0.24193	0.88443	0.69291	1	-0.43684	-1.9237	0.71446	0.98266	0.054389	0.16218
